id	title	question	answer	statement
56cfa06a234ae51400d9be3b	New_York_City	Giovani da Verrazzano was an explorer from which country?	France	Giovani da Verrazzano was an explorer from the country France
56ce34c7aab44d1400b88594	New_York_City	In what year did a Spanish expedition visit New York Harbor?	1525	a Spanish expedition visited New York Harbor in 1525
56ce34c7aab44d1400b88595	New_York_City	Who commanded the Spanish expedition?	Estêvão Gomes	Estêvão Gomes commanded the Spanish expedition
56ce34c7aab44d1400b88596	New_York_City	What was the nationality of Estêvão Gomes?	Portuguese	Estêvão Gomes was Portuguese
56ce34c7aab44d1400b88597	New_York_City	What monarch did Estêvão Gomes serve?	Charles V	Estêvão Gomes served Charles V
56ce34c7aab44d1400b88598	New_York_City	What was the name of Estêvão Gomes's ship?	La Anunciada	La Anunciada was the ship of Estêvão Gomes
56cfa4d8234ae51400d9be3f	New_York_City	The front of the Hudson River was named what by Estevao Gomes?	Rio de San Antonio	the front of the Hudson River was named Rio de San Antonio by Estevao Gomes
56cfa4d8234ae51400d9be40	New_York_City	What was the first map to show the whole North American East coast?	Padrón Real	the Padrón Real was the first map to show the whole North American East coast
56ce3569aab44d1400b885aa	New_York_City	What was the name of the explorer who visited the area in 1609?	Henry Hudson	Henry Hudson was the explorer who visited the area in 1609
56ce3569aab44d1400b885ab	New_York_City	Who was Henry Hudson working for?	Dutch East India Company	Henry Hudson was working for the Dutch East India Company
56ce3569aab44d1400b885ac	New_York_City	In what year did the Netherlands claim the area between Delaware Bay and Cape Cod?	1614	the Netherlands claimed the area between Delaware Bay and Cape Cod in 1614
56ce3569aab44d1400b885ad	New_York_City	How many days did Henry Hudson spend exploring the region?	ten	Henry Hudson spent ten day -s exploring the region
56ce3569aab44d1400b885ae	New_York_City	What did Henry Hudson call the river that is now called the Hudson River?	North River	Henry Hudson called the river that is now called the Hudson River the North River
56cfab96234ae51400d9be43	New_York_City	Henry Hudson worked for which company in the 1600s?	Dutch East India Company	Henry Hudson worked for the Dutch East India Company
56cfab96234ae51400d9be44	New_York_City	In what year was the land between Cape Cod and Delaware Bay claimed by the Dutch?	1614	the land between Cape Cod and Delaware Bay was claimed by the Dutch in 1614
56cfab96234ae51400d9be45	New_York_City	Which explorer sailed his ship into New York harbor in 1609?	Henry Hudson	Henry Hudson sailed his ship into New York harbor in 1609
56ce362aaab44d1400b885bc	New_York_City	Where was Juan Rodriguez born?	Santo Domingo	Juan Rodriguez was born in Santo Domingo
56ce362aaab44d1400b885bd	New_York_City	What did the Dutch call Juan Rodriguez?	Jan Rodrigues	the Dutch called Juan Rodriguez Jan Rodrigues
56ce362aaab44d1400b885be	New_York_City	What was Juan Rodriguez's occupation?	trader	Juan Rodriguez was a trader
56ce362aaab44d1400b885bf	New_York_City	What is the street that is named after Juan Rodriguez?	Juan Rodriguez Way	Juan Rodriguez Way is the street that is named after Juan Rodriguez
56ce362aaab44d1400b885c0	New_York_City	During what season did Juan Rodriguez first come to New York?	winter	Juan Rodriguez first came to New York during the winter season
56cfabed234ae51400d9be49	New_York_City	Who was the first non-Indian person to live in what is now NYC?	Juan Rodriguez	Juan Rodriguez was the first non-Indian person to live in what is now NYC
56cfabed234ae51400d9be4b	New_York_City	Which street in NYC today is now named after Juan Rodriguez?	Broadway, from 159th Street to 218th Street	Broadway, from 159th Street to 218th Street is now named after Juan Rodriguez
56cedbb9aab44d1400b88b0f	New_York_City	On what island did the Dutch set up a settlement to trade furs?	Governors Island	the Dutch set up a settlement to trade furs on Governors Island
56cedbb9aab44d1400b88b10	New_York_City	On what island was Fort Amsterdam built?	Manhattan Island	Fort Amsterdam was built on Manhattan Island
56cedbb9aab44d1400b88b11	New_York_City	In what year did construction begin on Fort Amsterdam?	1625	construction began on Fort Amsterdam in 1625
56cedbb9aab44d1400b88b12	New_York_City	What person bought Manhattan from the Canarsie for the Dutch?	Peter Minuit	Peter Minuit bought Manhattan from the Canarsie for the Dutch
56cedbb9aab44d1400b88b13	New_York_City	In what year did the Dutch buy Manhattan?	1626	the Dutch bought Manhattan in 1626
56cfb206234ae51400d9be8f	New_York_City	New Netherland established a permanent European presence in what year?	1624	New Netherland established a permanent European presence in 1624
56cfb206234ae51400d9be90	New_York_City	What year did building begin of Fort Amsterdam on Manhattan Island?	1625	building began of Fort Amsterdam on Manhattan Island in 1625
56cfb206234ae51400d9be91	New_York_City	What was the myth that Manhattan was bought for by General Peter Minuit ?	glass beads	General Peter Minuit bought Manhattan for glass bead –s
56cedc10aab44d1400b88b19	New_York_City	What did the English call New Amsterdam after its capture?	New York	the English called New Amsterdam after its capture New York
56cedc10aab44d1400b88b1a	New_York_City	What was the regnal name of the Duke of York?	James II	the Duke of York was James II
56cedc10aab44d1400b88b1b	New_York_City	What person gave up New Amsterdam to the English?	Peter Stuyvesant	Peter Stuyvesant gave New Amsterdam to the English
56cedc10aab44d1400b88b1c	New_York_City	What was Peter Stuyvesant's title?	Director-General	Peter Stuyvesant’s title was Director-General
56cedc10aab44d1400b88b1d	New_York_City	In what year did the English take over New Amsterdam?	1664	the English took over New Amsterdam in 1664
56cfb240234ae51400d9be96	New_York_City	Who gave up New Amsterdam to the English without a fight in 1664?	Peter Stuyvesant	Peter Stuyvesant gave New Amsterdam to the English without a fight in 1664
56cedc8eaab44d1400b88b23	New_York_City	What was the regnal name of the Prince of Orange?	William III	the Prince of Orange’s regnal name was William III
56cedc8eaab44d1400b88b24	New_York_City	What was the date of Anthonio Colve's capture of New York?	August 24, 1673	Anthonio Colve’s capture of New York was on August 24, 1673
56cedc8eaab44d1400b88b25	New_York_City	What did Colve call New York after he captured it?	New Orange	Colve called New York after he captured it New Orange
56cedc8eaab44d1400b88b26	New_York_City	In what year did the Dutch give New York back to the English?	1674	the Dutch gave New York back to the English in 1674
56cfb43d234ae51400d9beab	New_York_City	August 24, 1673 is when which Dutch officer  took control of NYC?	Anthonio Colve	August 24, 1673 is when Anthonio Colve took control of NYC
56cfb43d234ae51400d9beac	New_York_City	The Dutch gave back the island to which country in 1674 after their trade routes had been destroyed?	England	the Dutch gave back the island to England in 1674 after their trade route -s had been destroyed
56cfb43d234ae51400d9bead	New_York_City	New York was called New Orange for a period based off which historical figure?	King William III	New York was called New Orange for a period based off King William III
56cedd1caab44d1400b88b41	New_York_City	After what war did the English receive New Amsterdam?	Second Anglo-Dutch War	the English received New Amsterdam after the Second Anglo-Dutch War
56cedd1caab44d1400b88b42	New_York_City	How many Lenape lived in the area in 1700?	200	the two hundred Lenape lived in the area in 1700
56cedd1caab44d1400b88b43	New_York_City	What was the name of the island the English traded to the Dutch in return for New Amsterdam?	Run	Run was the name of the island the English traded to the Dutch in return for New Amsterdam
56cfb502234ae51400d9beb1	New_York_City	In 1700, the Lenape Native American population had dwindled to how many?	200	the Lenape Native American population had dwindled to two hundred in 1700
56cfb502234ae51400d9beb2	New_York_City	After which war did England gain New York in exchange for Run, an Indonesian island?	Second Anglo-Dutch War	England gained New York in exchange for Run, an Indonesian island after the Second Anglo-Dutch War
56ceddd9aab44d1400b88b5f	New_York_City	In 1730, what percentage of New York households were slave-holding?	42%	in 1730 forty –two percent of New York household -s were slave-holding
56ceddd9aab44d1400b88b60	New_York_City	In 1730, what American city had the highest percentage of slaveholders?	Charleston, South Carolina	Charleston, South Carolina had the highest percentage of slaveholder –s in 1730
56ceddd9aab44d1400b88b61	New_York_City	Near what square was the African Burial Ground unearthed?	Foley Square	the African Burial Ground was unearthed near Foley Square
56ceddd9aab44d1400b88b62	New_York_City	What was being built that resulted in the discovery of the African Burial Ground?	courthouse	the courthouse was being built that resulted in the discovery of the African Burial Ground
56cfb5cb234ae51400d9beb6	New_York_City	Which city in North America held the most slaves in the 1700s?	Charleston, South Carolina	Charleston, South Carolina held the most slave -s in the 1700 -s
56cfb5cb234ae51400d9beb7	New_York_City	When was as African burial ground discovered after the building of new courthouse?	1990s	the African burial ground was discovered in the 1990s
56cede40aab44d1400b88b71	New_York_City	In what year was John Peter Zenger tried?	1735	John Peter Zenger was tried in 1735
56cede40aab44d1400b88b72	New_York_City	On what island did Zenger's trial occur?	Manhattan	Zenger’s trial occurred on the island of Manhattan
56cede40aab44d1400b88b73	New_York_City	In what year was Columbia University chartered?	1754	Columbia University was chartered in 1754
56cede40aab44d1400b88b74	New_York_City	Under what king did the founding of Columbia University occur?	George II	the founding of Columbia University occurred under king George II
56cede40aab44d1400b88b75	New_York_City	What was the original name of Columbia University?	King's College	King’s College was the original name of Columbia University
56cfb691234ae51400d9bec3	New_York_City	Which trial in Manhatten helped establish the right of freedom of the press?	John Peter Zenger	John Peter Zenger’s trial in Manhatten helped establish the right of freedom of the press
56cfb691234ae51400d9bec4	New_York_City	Columbia University of New York was founded in what year?	1754	Columbia University of New York was founded in 1754
56cfb691234ae51400d9bec5	New_York_City	The Stamp Act Congress had a meeting in 1765 in which US city?	New York	the Stamp Act Congress had a meeting in 1765 in New York
56cedf11aab44d1400b88b93	New_York_City	What was the biggest battle of the American Revolution?	Battle of Long Island	the Battle of Long Island was the biggest battle of the American Revolution
56cedf11aab44d1400b88b94	New_York_City	In what borough did the Battle of Long Island occur?	Brooklyn	the Battle of Long Island occurred in the Brooklyn borough
56cedf11aab44d1400b88b95	New_York_City	In what month and year was the Battle of Long Island fought?	August 1776	the Battle of Long Island was fought in August 1776
56cedf11aab44d1400b88b96	New_York_City	About how many escaped slaves were in New York during the time the British occupied it?	10,000	the ten thousand escapee -s were in New York during the time the British occupied it
56cedf11aab44d1400b88b97	New_York_City	In what year did the American Revolutionary War end?	1783	the American Revolutionary War ended in 1783
56cfb897234ae51400d9bee3	New_York_City	Which battle was the largest battle of the American Revolutionary war?	The Battle of Long Island	the Battle of Long Island was the largest battle of the American Revolutionary war
56cfb897234ae51400d9bee4	New_York_City	Which borough of New York was the Battle of Long Island fought?	Brooklyn	the Battle of Long Island was fought in the Brooklyn borough of New York
56cfb897234ae51400d9bee6	New_York_City	When did the English army start to retreat and evacuate NYC during the Battle of Long Island?	1783	the English army started to retreat and evacuate NYC in 1783
56cee30faab44d1400b88bf1	New_York_City	On what date did the peace conference on Staten Island occur?	September 11, 1776	the peace confer –ence on Staten Island occur –ed on September 11, 1776
56cee30faab44d1400b88bf2	New_York_City	Who was the British representative at the Conference House meeting?	Lord Howe	Lord Howe was the British representative at the Conference House meeting
56cee30faab44d1400b88bf3	New_York_City	What notable catastrophe took place under the British occupation?	Great Fire of New York	the Great Fire of New York took place under the British occupation
56cee30faab44d1400b88bf4	New_York_City	In what modern-day borough did the Great Fire happen?	Manhattan	the Great Fire happened in the modern-day borough of Manhattan
56cee30faab44d1400b88bf5	New_York_City	What noted religious building was destroyed in the Great Fire?	Trinity Church	Trinity Church was a noted religious building that was destroyed in the Great Fire
56cfb961234ae51400d9beff	New_York_City	Who was the English general who met with Benjamin Franklin on Septermber 11, 1776?	Lord Howe	Lord Howe was the English general who met with Benjamin Franklin on September 11, 1776
56cfb961234ae51400d9bf00	New_York_City	Which natural disaster happened after English occupation of Lower Manhattan?	the Great Fire of New York	the Great Fire of New York happened after English occupation of Lower Manhattan
56cee398aab44d1400b88bfb	New_York_City	In what year did New York become the United States capital?	1785	New York became the United States capital in 1785
56cee398aab44d1400b88bfc	New_York_City	Who was the United States' first President?	George Washington	George Washington was the United States’ first President
56cee398aab44d1400b88bfd	New_York_City	In what building did the Supreme Court of the United States first sit?	Federal Hall	the Supreme Court of the United States first sat in Federal Hall
56cee398aab44d1400b88bfe	New_York_City	On what street did the writing of the Bill of Rights occur?	Wall Street	the writing of the Bill of Rights occurred on Wall Street
56cee398aab44d1400b88bff	New_York_City	What was the second largest city in the United States in 1790?	Philadelphia	Philadelphia was the second largest city in the United States in 1790
56cfbab4234ae51400d9bf19	New_York_City	Which organization made New York the national capital in 1785?	Congress of the Confederation	the Congress of the Confederation made New York the national capital in 1785
56cfbab4234ae51400d9bf1b	New_York_City	New York City became the first what under the new Constitution of the United States?	capital	New York City became the first capital under the new Constitution of the United States capital
56cfbab4234ae51400d9bf1c	New_York_City	The first president, George Washington, took office in what year?	1789	the first president, George Washington, took office in 1789
56cfbab4234ae51400d9bf1d	New_York_City	By which year, did New York City become the largest city in the United States?	1790	New York City became the largest city in the United States in 1790
56cee43eaab44d1400b88c05	New_York_City	In what year did the state of New York pass a law to free the slaves?	1799	the state of New York passed a law to free the slaves in 1799
56cee43eaab44d1400b88c06	New_York_City	What borough was home to a notable population of free African-Americans?	Manhattan	Manhattan was home to a notable population of free African-Americans
56cee43eaab44d1400b88c07	New_York_City	Along with John Jay, who founded the New York Manumission Society?	Alexander Hamilton	John Jay along with Alexander Hamilton founded the New York Manumission Society
56cee43eaab44d1400b88c08	New_York_City	In what year did the state of New York eliminate slavery?	1827	the state of New York eliminated slavery in 1827
56cee43eaab44d1400b88c09	New_York_City	In 1840, about how many African-Americans lived in New York City?	16,000	about sixteen thousand African-americ -s lived in New York City in 1840
56cfbb5f234ae51400d9bf2b	New_York_City	The gradual abolition act in New York was formed in what year?	1799	the gradual abolition act in New York was formed in 1799
56cfbb5f234ae51400d9bf2c	New_York_City	When was slavery completely outlawed in the state of New York?	1827	slavery was completely outlawed in the state of New York in 1827
56cee4d1aab44d1400b88c0f	New_York_City	What plan of 1811 spread a grid of streets across Manhattan?	Commissioners' Plan	the Commissioners' Plan spread a grid of street -s across Manhattan
56cee4d1aab44d1400b88c10	New_York_City	In what year did the Erie Canal finish building?	1825	the Erie Canal finished building in 1825
56cee4d1aab44d1400b88c11	New_York_City	What political machine controlled New York politics in this era?	Tammany Hall	Tammany Hall controlled New York politics in this era
56cee4d1aab44d1400b88c12	New_York_City	Along with German immigrants, immigrants of what nationality supported Tammany Hall?	Irish	Irish immigrants supported Tammany Hall along with German immigrant -s
56cfbc57234ae51400d9bf31	New_York_City	The Erie Canal was finished being built in what year?	1825	the Erie Canal was finished being built in 1825
56cee50caab44d1400b88c17	New_York_City	What was the name of the first urban landscaped park in the United States?	Central Park	Central Park was the name of the first urban landscaped park in the United States
56cee50caab44d1400b88c18	New_York_City	In what year was Central Park founded?	1857	Central Park was founded in 1857
56cfbc81234ae51400d9bf3b	New_York_City	Central park, in 1857, became the first park in America to become what?	first landscaped	Central park in 1857 became the first landscaped park in America
56cee5a1aab44d1400b88c23	New_York_City	What event brought many Irish immigrants to the United States?	Great Irish Famine	the Great Irish Famine brought many Irish immigrant -s to the United States
56cee5a1aab44d1400b88c24	New_York_City	In 1860, approximately how many people of Irish extraction were in New York?	200,000	the two hundred –thousand people of Irish extraction were in New York
56cee5a1aab44d1400b88c25	New_York_City	In 1860, what fraction of the city population was composed of Irish immigrants?	a quarter	the quarter of the city population was composed of Irish immigrant -s in 1860
56cee5a1aab44d1400b88c26	New_York_City	In 1860, what percentage of the city population was composed of German immigrants?	25%	the city population was composed of German immigrant -s in 1860 at 25%
56cee5a1aab44d1400b88c27	New_York_City	What events provoked the immigration of people from Germany?	revolutions	the revolutions provoked the immigration of people from Germany
56cfbef5234ae51400d9bf41	New_York_City	Which event brought upon a lot of Irish immigrants to NYC?	Great Irish Famine	the Great Irish Famine brought upon a lot of Irish immigrant -s to NYC
56cfbef5234ae51400d9bf42	New_York_City	How many immigrants that were Irish were living in New York in 1860?	Over 200,000	over 200,000 immigrant –s that were Irish were living in New York
56cee638aab44d1400b88c31	New_York_City	Who was the mayor of New York City in 1861? 	Fernando Wood	Fernando Wood was the mayor of New York City in 1861
56cee638aab44d1400b88c32	New_York_City	What was the commutation fee to avoid being conscripted during the American Civil War?	$300	the commutation fee to avoid being conscripted during the American Civil War was $300
56cee638aab44d1400b88c33	New_York_City	People of what ethnicity most visibly participated in the Draft Riots of 1863?	Irish	the Irish people most visibly participated in the Draft Riots of 1863
56cee638aab44d1400b88c34	New_York_City	About how many people died during the Draft Riots of 1863?	120	the 120 person -s died during the Draft Riots of 1863
56cee638aab44d1400b88c35	New_York_City	What was the approximate African-American population of New York City in 1865?	10,000	the approximate African-american population of New York City was 10000
56cfcf61234ae51400d9bf5c	New_York_City	The Draft Riots caused which building to burn down in 1863?	Colored Orphan Asylum	The Colored Orphan Asylum did burn down in 1863
56cee6a3aab44d1400b88c3b	New_York_City	In what year was the modern City of New York founded?	1898	the modern City of New York was founded in 1898
56cee6a3aab44d1400b88c3c	New_York_City	In what year did the subway begin operation?	1904	the subway began operation in 1904
56cee6a3aab44d1400b88c3d	New_York_City	Portions of what modern-day borough were included in the County of New York?	the Bronx	Portions of the Bronx were included in the County of New York
56cfcffa234ae51400d9bf5f	New_York_City	The subway of New York was first available in what year?	1904	the subway of New York was first available in 1904
56cee70daab44d1400b88c51	New_York_City	In what year did the General Slocum disaster occur?	1904	the General Slocum disaster occurred in 1904
56cee70daab44d1400b88c52	New_York_City	How many people died on the General Slocum?	1,021	the one thousand twenty –one people died on the General Slocum
56cee70daab44d1400b88c53	New_York_City	In what building did the city's deadliest industrial disaster occur?	Triangle Shirtwaist Factory	the Triangle Shirtwaist Factory was the site of the city’s deadliest industrial disaster
56cee70daab44d1400b88c54	New_York_City	How many people died in the Triangle Shirtwaist Factory fire?	146	the 146 person –s died in the Triangle Shirtwaist Factory fire
56cee70daab44d1400b88c55	New_York_City	The growth of what organization was prompted by the Triangle Shirtwaist Factory fire?	International Ladies' Garment Workers' Union	the growth of the International Ladies’ Garment Workers’ Union was prompted by the Triangle Shirtwaist Factory fire
56cfd219234ae51400d9bf64	New_York_City	A catastrophe in 1911 that killed 146 workers was called what?	Triangle Shirtwaist Factory fire	the Triangle Shirtwaist Factory fire was a catastrophe in 1911 that killed 146 worker –s
56cee774aab44d1400b88c5b	New_York_City	How many non-white people lived in New York in 1890?	36,620	the 36,620 non-white person -s lived in New York in 1890
56cee774aab44d1400b88c5c	New_York_City	What was the name of the Prohibition-era African-American cultural flourishing in New York?	Harlem Renaissance	the Harlem Renaissance was the name of the Prohibition-era African-american cultural flourishing in New York
56cfda93234ae51400d9bf7b	New_York_City	What was the population of people in New York that were not Caucasian in 1890?	36,620	the people in New York that were not Caucasian in 1890 were 36620
56cee7edaab44d1400b88c67	New_York_City	In the early 1920s, what was the second most highly populated city in the world?	London	London was the second most highly populated city in the world in the early 1920s
56cee7edaab44d1400b88c68	New_York_City	What is the term for a city with a population of over 10 million?	megacity	the megacity is a city with a population of over 10 million
56cee7edaab44d1400b88c69	New_York_City	Who was mayor of New York during the Great Depression?	Fiorello La Guardia	Fiorello La Guardia was mayor of New York during the Great Depression
56cee7edaab44d1400b88c6a	New_York_City	For about how many years did Tammany Hall control New York political life?	eighty	Tammany Hall controlled New York political life for about eighty years
56cfdb8d234ae51400d9bf83	New_York_City	In the 1930s, New York City had more than 10 million people becoming the first what in history?	megacity	New York City had more than 10 million people becoming the first megacity in history
56cee873aab44d1400b88c75	New_York_City	When was construction finished on the United Nations Headquarters?	1952	the United Nations Headquarters was finished in 1952
56cee873aab44d1400b88c76	New_York_City	Prior to New York, what city was the center of the world of art?	Paris	the Paris was the center of the world of art prior to New York
56cee873aab44d1400b88c77	New_York_City	What artistic movement caused New York to overtake Paris as the global art center?	abstract expressionism	abstract expressionism caused New York to overtake Paris as the global art center
56cfdc1e234ae51400d9bf85	New_York_City	The headquarters what organization was done being build in 1952 in New York?	United Nations	the United Nations headquarters was being build in 1952 in New York
56cee90caab44d1400b88c85	New_York_City	The Stonewall riots are named after what building?	the Stonewall Inn	the Stonewall Inn is named after the Stonewall Inn
56cee90caab44d1400b88c86	New_York_City	In what neighborhood did the Stonewall riots occur?	Greenwich Village	the Stonewall riots occurred in Greenwich Village
56cee90caab44d1400b88c87	New_York_City	On what date did the Stonewall riots take place?	June 28, 1969	the Stonewall riots took place on June 28, 1969
56cee90caab44d1400b88c88	New_York_City	In what borough did the Stonewall riots happen?	Manhattan	the Stonewall riots happened in the Manhattan borough
56cee90caab44d1400b88c89	New_York_City	What event provoked the Stonewall riots?	a police raid	a police raid provoked the Stonewall riots
56cfdc71234ae51400d9bf88	New_York_City	Where did the Stonewall riots happen?	Stonewall Inn in the Greenwich Village neighborhood of Lower Manhattan	the Stonewall Inn in the Greenwich Village neighborhood of Lower Manhattan happened
56ceeaf2aab44d1400b88c9f	New_York_City	In what year did the population of New York first reach an all-time high in this period?	2000	the population of New York first reached an all-time high in this period in 2000
56ceeaf2aab44d1400b88ca0	New_York_City	In what year did the population of New York reach an all-time high for the second time in this period?	2010	the population of New York reached an all-time high for the second time in this period in 2010
56ceeaf2aab44d1400b88ca1	New_York_City	What was the name of a new sector of the New York economy that appeared in the 1990s?	Silicon Alley	Silicon Alley was a new sector of the New York economy that appeared in the 1990s
56ceeaf2aab44d1400b88ca2	New_York_City	In what decade did the crime rate drop significantly?	1990s	the nineteen – nineties saw a significant drop in the crime rate
56ceeaf2aab44d1400b88ca3	New_York_City	In what decade was there a significant decline in industrial jobs?	1970s	there was a significant decline in industrial jobs in the 1970s
56cfdceb234ae51400d9bf95	New_York_City	Which decade did massive job losses happen in NYC due to industrial issues?	1970s	the nineteen seventy –s happened in nyc due to industrial issues in 1970s
56ceeb94aab44d1400b88cb1	New_York_City	What was the name of the aircraft that crashed into the World Trade Center's North Tower on September 11, 2001?	American Airlines Flight 11	American Airlines Flight 11 crashed into the World Trade Center’s North Tower on September 11, 2001
56ceeb94aab44d1400b88cb2	New_York_City	What was the name of the aircraft that crashed into the World Trade Center's South Tower on September 11, 2001?	United Airlines Flight 175	United Airlines Flight 175 crashed into the World Trade Center’s South Tower on September 11, 2001
56ceeb94aab44d1400b88cb3	New_York_City	How many firefighters died in the World Trade Center attack?	343	the three hundred – forty – three firefighter –s died in the World Trade Center attack
56ceeb94aab44d1400b88cb4	New_York_City	On what date did the World Trade Center PATH begin operation?	July 19, 1909	the World Trade Center PATH began operation on July 19, 1909
56ceeb94aab44d1400b88cb5	New_York_City	How tall is One World Trade Center in meters?	541.3	One World Trade Center is 541.3 meter -s tall
56cfdde6234ae51400d9bfa6	New_York_City	The Hudson Terminal which was also demolished was build in what year?	1909	the Hudson Terminal which was also demolish -ed was build in 1909
56cfdde6234ae51400d9bfa8	New_York_City	How many leader terrorists of Al Quada were involved with the 9/11 attacks directly that day?	10	ten leader terrorist -s of Al Quada were involved with the 9/11 attacks directly that day
56cfdde6234ae51400d9bfa9	New_York_City	What was the plane named that crashed into the World Trade Center?	American Airlines Flight 11	American Airlines Flight 11 was the plane that crashed into the World Trade Center
